DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,SellerName
26/12/2018,156,1679,Terraced House,3,"24,LINGKUNGAN NEGERI SEMBILAN",FEDERAL HILL,1500000,2018,893.299326,null
27/08/2020,299,3218,Terraced House,2,"19,JALAN 6/132",GASING INDAH,1380000,2020,428.7836765,null
9/8/2020,274,2949,Terraced House,2,"14,JALAN 8/132",GASING INDAH,1400000,2020,474.6875251,null
27/04/2017,154,1658,Terraced House,2,"36,JALAN 2/132",GASING INDAH,810000,2017,488.6463326,null
4/5/2019,252,2713,Terraced House,2,"47,JALAN 2/132",GASING INDAH,1700000,2019,626.7274637,null
1/4/2018,69,743,Low-Cost Flat,4,"435-3-4,GASING INDAH,JLN 1/132",GASING INDAH FLAT,96000,2018,129.2565286,null
27/04/2017,69,743,Low-Cost Flat,4,"435-2-7,JLN 1/132",GASING INDAH FLAT,120000,2017,161.5706607,null
16/03/2020,69,743,Low-Cost Flat,4,"433-2-2 GASING INDAH,JLN 1/132",GASING INDAH FLAT,155000,2020,208.6954367,null
18/07/2019,69,743,Low-Cost Flat,4,"433-3-2,JLN 1/132",GASING INDAH FLAT,160000,2019,215.4275476,null
26/04/2018,302,3251,Detached House,3,"NO.7,JALAN ROSA 1",IDAMANSARA,4300000,2018,1322.792909,null
6/4/2018,347,3735,Detached House,3,"NO 6,JALAN ROSA",IDAMANSARA,3500000,2018,937.0632699,null
19/11/2020,302,3251,Semi-Detached House,3,"5,JLN ROSA  3",IDAMANSARA,3120000,2020,959.7939249,null
19/11/2020,302,3251,Semi-Detached House,3,"NO. 6,JLN ROSA 2",IDAMANSARA,3120000,2020,959.7939249,null
13/09/2018,481,5177,Semi-Detached House,3,"1,JLN ROSA",IDAMANSARA,6000000,2018,1158.874801,null
23/06/2018,312,3358,Semi-Detached House,3,"2A,JLN ROSA  4",IDAMANSARA,4100000,2018,1220.842412,null
9/12/2018,312,3358,Semi-Detached House,3,"NO. 11,JLN ROSA  5",IDAMANSARA,4520000,2018,1345.904318,null
8/7/2019,312,3358,Semi-Detached House,3,"9,JALAN ROSA  5",IDAMANSARA,4725000,2019,1406.946438,null
15/05/2020,302,3251,Semi-Detached House,3,"(PLOT 44), NO. 8,JLN ROSA 1",IDAMANSARA,4650000,2020,1430.4621,null
12/12/2017,302,3251,Semi-Detached House,3,"NO. 6,JLN ROSA  3",IDAMANSARA,4850000,2017,1491.987351,null
20/09/2018,302,3251,Semi-Detached House,3,"7,JLN ROSA 4",IDAMANSARA,4880000,2018,1501.216139,null
26/01/2021,302,3251,Semi-Detached House,3,"5,JALAN ROSA  4",IDAMANSARA,4880000,2021,1501.216139,null
7/5/2017,190,2045,Condominium/Apartment,4,"14-2-2,JALAN KAPAS",IMPIAN EMAS CONDOMINIUM,1000000,2017,488.9638416,null
9/4/2020,202,2174,Condominium/Apartment,4,"14-L-2,JALAN KAPAS",IMPIAN EMAS CONDOMINIUM,1400000,2020,643.8830786,null
6/12/2017,135,1453,Condominium/Apartment,8,"21-2-05,JLN DAMANSARA INDAH",INDAH DAMANSARA,360000,2017,247.7416798,null
18/12/2018,123,1324,Condominium/Apartment,10,"21-7-7,JLN DAMANSARA INDAH",INDAH DAMANSARA,750000,2018,566.4824994,null
13/02/2018,123,1324,Condominium/Apartment,10,"21-3A-3A,JLN DAMANSARA INDAH",INDAH DAMANSARA,1000000,2018,755.3099992,null
17/04/2017,74,797,Condominium/Apartment,13,"17-11-3,JLN IKAN MAS",INDAH MAS APT,230000,2017,288.7529713,null
3/3/2020,77,829,Condominium/Apartment,18,"18-7-15,JALAN CHERAS",INDAH MAS APT,250000,2020,301.6335387,null
9/3/2019,108,1163,Condominium/Apartment,17,"65-1-11,JLN JELAWAT 1",INDAH MAS APT,400000,2019,344.0856663,null
25/02/2020,108,1163,Condominium/Apartment,17,"65-12-6,JLN JELAWAT 1",INDAH MAS APT,415000,2020,356.9888788,null
29/05/2019,123,1324,Condominium/Apartment,17,"65-12-1,JALAN JELAWAT 1",INDAH MAS APT,480000,2019,362.5487996,null
2/6/2019,66.7,718,Condominium/Apartment,18,"18-8-15,JALAN CHERAS",INDAH MAS APT,267000,2019,371.8910897,null
5/9/2019,89,958,Condominium/Apartment,17,"65-14-10,JALAN JELAWAT 1",INDAH MAS APT,380000,2019,396.665049,null
14/09/2018,68,732,Flat,13,"18-8-4,JALAN IKAN EMAS",INDAH MAS APT,170000,2018,232.2578248,null
30/05/2019,77,829,Flat,11,"18-06-01,JLN IKAN MAS",INDAH MAS APT,220000,2019,265.437514,null
13/09/2018,68,732,Flat,13,"18-4-4(P: 4-04B),JLN IKAN EMAS",INDAH MAS APT,200000,2018,273.2444997,null
7/3/2019,68,732,Flat,13,"17-4-13(P:4-13A),JLN IKAN EMAS",INDAH MAS APT,220000,2019,300.5689497,null
10/1/2018,77,829,Flat,13,"18-2-15,JALAN IKAN EMAS",INDAH MAS APT,250000,2018,301.6335387,null
18/08/2020,75,807,Flat,13,"18-5-9,JLN IKAN EMAS",INDAH MAS APT,250000,2020,309.6770997,null
16/01/2020,77,829,Flat,13,"18-4-15,JLN IKAN EMAS",INDAH MAS APT,258000,2020,311.2858119,null
11/11/2019,68,732,Flat,13,"17-06-04,JLN IKAN MAS",INDAH MAS APT,230000,2019,314.2311747,null
4/11/2017,68,732,Flat,13,"17-3-13A,JLN IKAN EMAS",INDAH MAS APT,247000,2017,337.4569572,null
11/7/2017,68,732,Flat,13,"17-6-8,JLN IKAN EMAS",INDAH MAS APT,250000,2017,341.5556247,null
7/9/2018,68,732,Flat,13,"18-12-04,JALAN IKAN EMAS",INDAH MAS APT,250000,2018,341.5556247,null
29/01/2018,66.7,718,Flat,13,"17-9-10,JLN IKAN EMAS",INDAH MAS APT,250000,2018,348.2126308,null
14/11/2018,68,732,Flat,13,"18-5-14,JLN IKAN EMAS",INDAH MAS APT,260000,2018,355.2178496,null
19/03/2019,68,732,Flat,11,"17-10-01,JLN IKAN MAS",INDAH MAS APT,270000,2019,368.8800746,null
31/12/2018,68,732,Flat,13,"17-12-04 (A-12-8A),JLN IKAN MAS",INDAH MAS APT,280000,2018,382.5422996,null
24/07/2020,68,732,Flat,13,"18-7-11,JLN IKAN EMAS",INDAH MAS APT,280000,2020,382.5422996,null
23/11/2020,68,732,Flat,13,"17-07-03,JLN IKAN MAS",INDAH MAS APT,285000,2020,389.3734121,null
7/4/2019,66.7,718,Flat,13,"17-2-14,JLN IKAN MAS",INDAH MAS APT,280000,2019,389.9981465,null
13/05/2019,68,732,Flat,13,"17-10-4,JLN IKAN EMAS",INDAH MAS APT,290000,2019,396.2045246,null
24/08/2020,60,646,Condominium/Apartment,12,"D-1-2,JLN 2/109C",IRIS APARTMENT,88000,2020,136.2579239,null
1/11/2017,56,603,Condominium/Apartment,12,"F-10-9,JLN 2/109C",IRIS APARTMENT,180000,2017,298.6172033,null
28/09/2018,58,624,Condominium/Apartment,16,"A-2-11,JALAN 2/109C",IRIS APARTMENT,190000,2018,304.3378393,null
11/9/2018,60,646,Condominium/Apartment,12,"A-5-2,JLN 2/109C",IRIS APARTMENT,200000,2018,309.6770997,null
7/5/2019,58,624,Condominium/Apartment,12,"A-7-10,JLN 2/109C",IRIS APARTMENT,200000,2019,320.3556204,null
11/2/2020,58,624,Condominium/Apartment,12,"D-1-3,JLN 2/109C",IRIS APARTMENT,200000,2020,320.3556204,null
24/02/2021,58,624,Condominium/Apartment,12,"E1-5,JLN 2/109C",IRIS APARTMENT,212000,2021,339.5769576,null
9/12/2018,56,603,Condominium/Apartment,12,"F-3-7,JLN 2/109C",IRIS APARTMENT,210000,2018,348.3867371,null
11/12/2019,58,624,Condominium/Apartment,3,"B-2-6,JLN 2/109C",IRIS APARTMENT,220000,2019,352.3911824,null
30/03/2017,58,624,Condominium/Apartment,12,"A-1-5 (M1-1-3),JLN 2/109C",IRIS APARTMENT,225000,2017,360.4000729,null
25/09/2017,55,592,Condominium/Apartment,12,"F-9-13,JLN 2/109C",IRIS APARTMENT,225000,2017,380.0582587,null
10/6/2020,651,7007,Detached House,1,"75,JLN MAAROF",JALAN MAAROF,10500000,2020,1498.437579,null
24/12/2018,122,1313,Condominium/Apartment,21,"30-9-2,JLN BULUH PERINDU",JAMNAH VIEW,1315000,2018,1001.3739,null
18/01/2018,129,1389,Condominium/Apartment,21,"30-17-1,JALAN BULUH PERINDU",JAMNAH VIEW,1400000,2018,1008.251022,null
19/04/2017,122,1313,Condominium/Apartment,21,"30-15-2,JALAN BULUH PERINDU",JAMNAH VIEW,1400000,2017,1066.101491,null
17/05/2019,122,1313,Condominium/Apartment,11,"30-13-2,JLN BULUH PERINDU",JAMNAH VIEW,1400000,2019,1066.101491,null
3/1/2019,129,1389,Condominium/Apartment,21,"30-2-1,JLN BULUH PERINDU",JAMNAH VIEW,1550000,2019,1116.277917,null
27/07/2018,126,1356,Condominium/Apartment,21,"30-3-02,JLN BULUH PERINDU",JAMNAH VIEW,1550000,2018,1142.855963,null
26/06/2018,69,743,Condominium/Apartment,4,"28-2-1 (LRD-2-2A),JLN BULUH PERINDU",JAMNAH VIEW,880000,2018,1184.851512,null
19/12/2018,122,1313,Condominium/Apartment,21,"30-5-2,JLN BULUH PERINDU",JAMNAH VIEW,1570000,2018,1195.556672,null
18/01/2018,71,764,Condominium/Apartment,4,"24-0-3,JLN BULUH PERINDU",JAMNAH VIEW,950000,2018,1243.070048,null
10/9/2018,71,764,Condominium/Apartment,4,"28-0-1,JLN BULUH PERINDU",JAMNAH VIEW,950000,2018,1243.070048,null
6/12/2018,132,1421,Condominium/Apartment,24,"30-15-1,JLN BULUH PERINDU",JAMNAH VIEW,1800000,2018,1266.860862,null
24/07/2018,69,743,Condominium/Apartment,4,"24-0-1,JLN BULUH PERINDU",JAMNAH VIEW,950000,2018,1279.101064,null
21/06/2018,122,1313,Condominium/Apartment,21,"30-16-2,JALAN BULUH PERINDU",JAMNAH VIEW,1715000,2018,1305.974326,null
22/05/2018,163,1755,Condominium/Apartment,21,"30-13-3(P:HR-13-A),JLN BULUH PERINDU",JAMNAH VIEW,2300000,2018,1310.90306,null
15/05/2020,163,1755,Condominium/Apartment,21,"30-6-3 (HR-6-A),JLN BULUH PERINDU",JAMNAH VIEW,2300000,2020,1310.90306,null
1/7/2019,163,1755,Condominium/Apartment,11,"30-10-3,JLN BULUH PERINDU",JAMNAH VIEW,2300000,2019,1310.90306,null
14/12/2018,163,1755,Condominium/Apartment,4,"30-14-3,JLN BULUH PERINDU",JAMNAH VIEW,2350000,2018,1339.400953,null
30/09/2019,129,1389,Condominium/Apartment,21,"30-16-1,JLN BULUH PERINDU",JAMNAH VIEW,1880000,2019,1353.937087,null
15/10/2020,249,2680,Condominium/Apartment,21,"30-21-1,JLN BULUH PERINDU",JAMNAH VIEW,3780000,2020,1410.336671,null
26/01/2018,71,764,Condominium/Apartment,4,"28-3-1,JLN BULUH PERINDU",JAMNAH VIEW,1080000,2018,1413.17437,null
24/08/2018,69,743,Condominium/Apartment,11,"24-3-1,JLN BULUH PERINDU",JAMNAH VIEW,1050000,2018,1413.743281,null
23/07/2018,69,743,Condominium/Apartment,4,"22-0-1,JLN BULUH PERINDU",JAMNAH VIEW,1080000,2018,1454.135946,null
30/06/2020,69,743,Condominium/Apartment,4,"22-2-1 (LRA-2-2A),JLN BULUH PERINDU",JAMNAH VIEW,1100000,2020,1481.06439,null
24/03/2021,163,1755,Condominium/Apartment,21,"30-2-3(HR-2-A),JLN BULUH PERINDU",JAMNAH VIEW,2630000,2021,1498.989151,null
20/07/2020,118,1270,Condominium/Apartment,4,"100-1E,JLN MIDAH TIMUR",JASMINE COURT,315000,2020,248.004118,null
23/01/2020,118,1270,Condominium/Apartment,4,"100-1G,JLN MIDAH TIMUR",JASMINE COURT,380000,2020,299.1795709,null
31/12/2018,118,1270,Condominium/Apartment,4,"1-1A,JLN MIDAH TIMUR",JASMINE COURT,510000,2018,401.5304767,null
17/10/2017,324,3488,Semi-Detached House,2,"16,JLN 1/72C",JELUTONG VILLA,2350000,2017,673.8344299,null
2/8/2021,332,3574,Semi-Detached House,3,"35,JLN 1/72C",JELUTONG VILLA,2635000,2021,737.3486365,null
7/5/2018,375,4036,Semi-Detached House,3,"26,CHANGKAT SEMANTAN 2",JELUTONG VILLA,3200000,2018,792.7733752,null
10/3/2018,389,4187,Semi-Detached House,3,"NO.33,JELUTONG VILLA,OFF LORONG JELUTONG",JELUTONG VILLA,4400000,2018,1050.832318,null
10/2/2017,1395,15016,Detached House,2,"5,JALAN TUNKU PUTRA",KENNY HILL,11500000,2017,765.868096,null
9/9/2020,1113,11980,Detached House,3,"LOT 55608,JLN TUNKU PUTRA",KENNY VALE,12000000,2020,1001.650996,null
12/4/2017,83.61,900,Condominium/Apartment,17,"1-20,KG KERINCHI",KERINCHI RESIDENSI,40000,2017,44.44594183,null
15/10/2018,900,9688,Condominium/Apartment,18,"14-35,KG KERINCHI",KERINCHI RESIDENSI,510000,2018,52.64510695,null
21/11/2019,83.61,900,Condominium/Apartment,18,"3-08,KG KERINCHI",KERINCHI RESIDENSI,200000,2019,222.2297091,null
30/05/2017,83.61,900,Condominium/Apartment,17,"14-06,KG KERINCHI",KERINCHI RESIDENSI,200000,2017,222.2297091,null
4/10/2019,83.61,900,Condominium/Apartment,17,"16-15,KH KERINCHI",KERINCHI RESIDENSI,240000,2019,266.675651,null
12/4/2017,83.61,900,Condominium/Apartment,17,"14-25,KG KERINCHI",KERINCHI RESIDENSI,350000,2017,388.901991,null
14/08/2017,83.61,900,Condominium/Apartment,17,"6-33,KG KERINCHI",KERINCHI RESIDENSI,380000,2017,422.2364474,null
25/04/2018,83.61,900,Condominium/Apartment,17,"17-3,KG KERINCHI",KERINCHI RESIDENSI,400000,2018,444.4594183,null
3/3/2021,83.61,900,Condominium/Apartment,17,"17-05,KG KERINCHI",KERINCHI RESIDENSI,400000,2021,444.4594183,null
10/5/2020,83.61,900,Condominium/Apartment,17,"2-10,KH KERINCHI",KERINCHI RESIDENSI,405000,2020,450.015161,null
10/5/2020,83.61,900,Condominium/Apartment,17,"2-10,JLN KERINCHI",KERINCHI RESIDENSI,405000,2020,450.015161,null
27/10/2020,83.61,900,Condominium/Apartment,17,"4-09,KH KERINCHI",KERINCHI RESIDENSI,420000,2020,466.6823892,null
13/05/2019,83.61,900,Condominium/Apartment,18,"11-33,KG KERINCHI",KERINCHI RESIDENSI,430000,2019,477.7938747,null
23/05/2019,83.61,900,Condominium/Apartment,18,"11-9,KG KERINCHI",KERINCHI RESIDENSI,440000,2019,488.9053601,null
31/12/2020,83.61,900,Condominium/Apartment,18,"7-27,KG KERINCHI",KERINCHI RESIDENSI,440000,2020,488.9053601,null
1/12/2021,83.61,900,Condominium/Apartment,17,"7-27,LRG KERINCHI KIRI 1",KERINCHI RESIDENSI,440000,2021,488.9053601,null
2/5/2020,83.61,900,Condominium/Apartment,17,"8-18,JLN KERINCHI",KERINCHI RESIDENSI,450000,2020,500.0168456,null
18/02/2020,83.61,900,Condominium/Apartment,17,"17-10,KH KERINCHI",KERINCHI RESIDENSI,450000,2020,500.0168456,null
15/08/2017,83.61,900,Condominium/Apartment,17,"16-11,KG KERINCHI",KERINCHI RESIDENSI,460000,2017,511.128331,null
24/10/2017,83.61,900,Condominium/Apartment,17,"15-23,KG KERINCHI",KERINCHI RESIDENSI,460000,2017,511.128331,null
27/04/2018,83.61,900,Condominium/Apartment,18,"18-11,KG KERINCHI",KERINCHI RESIDENSI,480000,2018,533.3513019,null
23/01/2018,83.61,900,Condominium/Apartment,17,"9-19,KH KERINCHI",KERINCHI RESIDENSI,480000,2018,533.3513019,null
22/12/2017,83.61,900,Condominium/Apartment,17,"15-10,KH KERINCHI",KERINCHI RESIDENSI,480000,2017,533.3513019,null
5/9/2018,83.61,900,Condominium/Apartment,17,"3-18,KG KERINCHI",KERINCHI RESIDENSI,480000,2018,533.3513019,null
5/8/2018,83.61,900,Condominium/Apartment,17,"2-04,KG KERINCHI",KERINCHI RESIDENSI,493000,2018,547.796233,null
12/7/2017,83.61,900,Condominium/Apartment,17,"L-1-39C,KH KERINCHI",KERINCHI RESIDENSI,495000,2017,550.0185301,null
19/07/2019,83.61,900,Condominium/Apartment,18,"6-16,KG KERINCHI",KERINCHI RESIDENSI,500000,2019,555.5742729,null
19/07/2019,83.61,900,Condominium/Apartment,18,"7-1,KG KERINCHI",KERINCHI RESIDENSI,500000,2019,555.5742729,null
18/11/2020,83.61,900,Condominium/Apartment,18,"8-06,KG KERINCHI",KERINCHI RESIDENSI,500000,2020,555.5742729,null
11/10/2017,83.61,900,Condominium/Apartment,17,"5-20,KG KERINCHI",KERINCHI RESIDENSI,500000,2017,555.5742729,null
22/11/2017,83.61,900,Condominium/Apartment,17,"15-15,KG KERINCHI",KERINCHI RESIDENSI,500000,2017,555.5742729,null
28/03/2019,83.61,900,Condominium/Apartment,18,"14-16,LORONG KERINCHI KIRI 1",KERINCHI RESIDENSI,510000,2019,566.6857583,null
28/05/2018,83.61,900,Condominium/Apartment,17,"15-35,KG KERINCHI",KERINCHI RESIDENSI,510000,2018,566.6857583,null
21/09/2018,83.61,900,Condominium/Apartment,17,"15-17,KH KERINCHI",KERINCHI RESIDENSI,510000,2018,566.6857583,null
21/09/2018,83.61,900,Condominium/Apartment,17,"14-29,KH KERINCHI",KERINCHI RESIDENSI,510000,2018,566.6857583,null
21/09/2018,83.61,900,Condominium/Apartment,17,"15-29,KH KERINCHI",KERINCHI RESIDENSI,510000,2018,566.6857583,null
21/09/2018,83.61,900,Condominium/Apartment,17,"15-9,KH KERINCHI",KERINCHI RESIDENSI,510000,2018,566.6857583,null
28/09/2018,83.61,900,Condominium/Apartment,17,"15-31,KH KERINCHI",KERINCHI RESIDENSI,510000,2018,566.6857583,null
19/02/2019,83.61,900,Condominium/Apartment,17,"15-25,KH KERINCHI",KERINCHI RESIDENSI,510000,2019,566.6857583,null
16/04/2019,83.61,900,Condominium/Apartment,17,"01-31,KH KERINCHI",KERINCHI RESIDENSI,510000,2019,566.6857583,null
18/03/2019,83.61,900,Condominium/Apartment,18,"6-18,KG KERINCHI",KERINCHI RESIDENSI,520000,2019,577.7972438,null
2/1/2019,83.61,900,Condominium/Apartment,17,"6-6,KH KERINCHI",KERINCHI RESIDENSI,520000,2019,577.7972438,null
2/11/2019,83.61,900,Condominium/Apartment,17,"7-7-5,KG KERINCHI",KERINCHI RESIDENSI,525000,2019,583.3529865,null
10/10/2017,83.61,900,Condominium/Apartment,17,"8-01,KH KERINCHI",KERINCHI RESIDENSI,530000,2017,588.9087292,null
18/01/2019,83.61,900,Condominium/Apartment,18,"9-11,KG KERINCHI",KERINCHI RESIDENSI,535000,2019,594.464472,null
25/07/2019,83.61,900,Condominium/Apartment,18,"9-21,LORONG KERINCHI KIRI 1",KERINCHI RESIDENSI,535000,2019,594.464472,null
28/11/2018,83.61,900,Condominium/Apartment,18,"16-7,KG KERINCHI",KERINCHI RESIDENSI,540000,2018,600.0202147,null
19/12/2017,83.61,900,Condominium/Apartment,17,"8-03,KG KERINCHI",KERINCHI RESIDENSI,540000,2017,600.0202147,null
20/03/2018,83.61,900,Condominium/Apartment,17,"11-29,KG KERINCHI",KERINCHI RESIDENSI,550000,2018,611.1317001,null
18/01/2019,83.61,900,Condominium/Apartment,17,"15-20,KH KERINCHI",KERINCHI RESIDENSI,565000,2019,627.7989283,null
26/03/2021,70.14,755,Condominium/Apartment,15,"C-3-5,JALAN 6/95B",KETUMBAR HEIGHTS,168000,2021,222.5224668,null
22/01/2021,83.889,903,Condominium/Apartment,15,"C-10-01,JLN 6/95B",KETUMBAR HEIGHTS,230000,2021,254.7142042,null
19/06/2019,84,904,Condominium/Apartment,15,"A-11-4,JLN 6/95B",KETUMBAR HEIGHTS,233300,2019,258.0273834,null
13/12/2020,70,753,Condominium/Apartment,15,"B-8-6,JLN 6/95B",KETUMBAR HEIGHTS,220000,2020,291.9812654,null
16/08/2019,84,904,Condominium/Apartment,15,"B-8-2,JLN 6/95B",KETUMBAR HEIGHTS,280000,2019,309.6770997,null
2/4/2019,70.14,755,Condominium/Apartment,15,"C-1-11,JLN 6/95B",KETUMBAR HEIGHTS,235000,2019,311.2665459,null
14/05/2020,70,753,Condominium/Apartment,15,"B-1-8,JLN 6/95B",KETUMBAR HEIGHTS,235000,2020,311.889079,null
4/3/2019,84,904,Condominium/Apartment,15,"B-10-4,JALAN 6/95B",KETUMBAR HEIGHTS,283500,2019,313.5480634,null
23/08/2017,83.889,903,Condominium/Apartment,15,"B-10-4,JLN 6/95B",KETUMBAR HEIGHTS,283500,2017,313.962943,null
14/10/2019,70,753,Condominium/Apartment,15,"A-04-10,JLN 6/95B",KETUMBAR HEIGHTS,240000,2019,318.5250168,null
11/10/2020,70,753,Condominium/Apartment,15,"A-13-5,JALAN 6/95B",KETUMBAR HEIGHTS,240000,2020,318.5250168,null
18/06/2020,70.14,755,Condominium/Apartment,15,"C-6-8,JLN 6/95B",KETUMBAR HEIGHTS,242000,2020,320.5383153,null
18/11/2019,70.14,755,Condominium/Apartment,15,"A-3-5,JALAN 6/95B",KETUMBAR HEIGHTS,245000,2019,324.5119308,null
4/2/2018,70.14,755,Condominium/Apartment,15,"D-9-6,JLN 6/95B",KETUMBAR HEIGHTS,250000,2018,331.1346233,null
3/5/2020,70.14,755,Condominium/Apartment,15,"C-7-13,JALAN 6/95B",KETUMBAR HEIGHTS,250000,2020,331.1346233,null
22/10/2018,84,904,Condominium/Apartment,15,"B-7-2,JALAN 6/95B",KETUMBAR HEIGHTS,300000,2018,331.7968925,null
14/08/2020,84,904,Condominium/Apartment,15,"B-9-13,JLN 6/95",KETUMBAR HEIGHTS,300000,2020,331.7968925,null
29/10/2018,70,753,Condominium/Apartment,15,"B-5-9,JLN 6/95B",KETUMBAR HEIGHTS,250000,2018,331.7968925,null
4/5/2021,70,753,Condominium/Apartment,15,"A-10-6,JLN 6/95B",KETUMBAR HEIGHTS,250000,2021,331.7968925,null
11/4/2019,83.889,903,Condominium/Apartment,15,"A-4-3,JLN 6/95B",KETUMBAR HEIGHTS,300000,2019,332.2359186,null
31/05/2018,83.889,903,Condominium/Apartment,15,"B-4-2,JALAN 6/95B",KETUMBAR HEIGHTS,305000,2018,337.7731839,null
7/3/2017,70.14,755,Condominium/Apartment,15,"C-6-5,JLN 6/95B",KETUMBAR HEIGHTS,258000,2017,341.7309312,null
12/5/2017,83.889,903,Condominium/Apartment,15,"D-12-3,JLN 6/95B",KETUMBAR HEIGHTS,311000,2017,344.4179022,null
22/10/2019,70,753,Condominium/Apartment,15,"A-4-11,JALAN 6/95B",KETUMBAR HEIGHTS,260000,2019,345.0687682,null
5/2/2019,70,753,Condominium/Apartment,15,"B-13-8,JALAN 6/95B",KETUMBAR HEIGHTS,262500,2019,348.3867371,null
28/03/2019,70,753,Condominium/Apartment,15,"A-12-9,JALAN 6/95B",KETUMBAR HEIGHTS,265000,2019,351.7047061,null
30/07/2020,70,753,Condominium/Apartment,15,"A-8-5,JLN 6/95B",KETUMBAR HEIGHTS,265000,2020,351.7047061,null
25/11/2020,84,904,Condominium/Apartment,15,"A-11-1,JLN 6/95B",KETUMBAR HEIGHTS,320000,2020,353.9166854,null
20/07/2018,70.14,755,Condominium/Apartment,15,"A-9-11,JLN 6/95B",KETUMBAR HEIGHTS,270000,2018,357.6253931,null
20/06/2017,70.14,755,Condominium/Apartment,15,"C-5-11,JLN 6/95B",KETUMBAR HEIGHTS,271000,2017,358.9499316,null
18/05/2020,83.89,903,Condominium/Apartment,15,"D-12-4,JLN 6/95B",KETUMBAR HEIGHTS,325000,2020,359.9179547,null
28/12/2018,84,904,Condominium/Apartment,15,"B-5-1 (PCL B05-08),CHERAS",KETUMBAR HEIGHTS,328000,2018,362.7646025,null
2/12/2018,70.14,755,Condominium/Apartment,15,"A-6-10,JALAN 6/95B",KETUMBAR HEIGHTS,275000,2018,364.2480856,null
14/09/2018,70,753,Condominium/Apartment,15,"A-6-10,JLN 6/95B",KETUMBAR HEIGHTS,275000,2018,364.9765818,null
1/4/2019,83.889,903,Condominium/Apartment,15,"A-9-2,JLN 6/95B",KETUMBAR HEIGHTS,330000,2019,365.4595104,null
27/03/2017,70.14,755,Condominium/Apartment,15,"B-3-5,JLN 6/95B",KETUMBAR HEIGHTS,280000,2017,370.8707781,null
25/04/2017,70.14,755,Condominium/Apartment,15,"C-9-8,JLN 6/95B",KETUMBAR HEIGHTS,280000,2017,370.8707781,null
26/09/2017,70.14,755,Condominium/Apartment,15,"A-6-10,JALAN 6/95B",KETUMBAR HEIGHTS,280000,2017,370.8707781,null
29/03/2017,83.889,903,Condominium/Apartment,15,"C-2-13,JLN 6/95B",KETUMBAR HEIGHTS,337000,2017,373.2116818,null
21/11/2019,83.889,903,Condominium/Apartment,15,"D-8-2,JLN 6/95B",KETUMBAR HEIGHTS,338000,2019,374.3191349,null
16/10/2017,70.14,755,Condominium/Apartment,15,"D-6-9,JLN 6/95B",KETUMBAR HEIGHTS,283000,2017,374.8443935,null
12/5/2018,83.89,903,Condominium/Apartment,15,"C-2-16,JALAN 6/95B",KETUMBAR HEIGHTS,340000,2018,376.5295526,null
7/12/2019,83.89,903,Condominium/Apartment,15,"D-6-7,JLN 6/95B",KETUMBAR HEIGHTS,340000,2019,376.5295526,null
28/04/2017,83.889,903,Condominium/Apartment,15,"B-5-2,JLN 6/95B",KETUMBAR HEIGHTS,340000,2017,376.534041,null
23/01/2017,70.14,755,Condominium/Apartment,15,"C-7-11,JLN 6/95B",KETUMBAR HEIGHTS,285000,2017,377.4934705,null
21/06/2018,84,904,Condominium/Apartment,15,"B-6-1,JLN 6/95B",KETUMBAR HEIGHTS,343000,2018,379.3544471,null
11/3/2017,83.889,903,Condominium/Apartment,15,"B-12-16,JALAN 6/95B",KETUMBAR HEIGHTS,342800,2017,379.6349096,null
2/7/2017,83.89,903,Condominium/Apartment,15,"C-11-02,JLN 6/95B",KETUMBAR HEIGHTS,343000,2017,379.8518722,null
21/05/2019,84,904,Condominium/Apartment,15,"B-1-4,JALAN 6/95B",KETUMBAR HEIGHTS,350000,2019,387.0963746,null
1/4/2017,70.14,755,Condominium/Apartment,15,"D-8-11,JALAN 6/95B",KETUMBAR HEIGHTS,295000,2017,390.7388555,null
21/05/2019,83.89,903,Condominium/Apartment,15,"B-1-1,JLN 6/95B",KETUMBAR HEIGHTS,355000,2019,393.1411505,null
15/02/2017,70.15,755,Condominium/Apartment,15,"D-12-09,JLN 6/95B",KETUMBAR HEIGHTS,300000,2017,397.3049034,null
8/1/2019,70.14,755,Condominium/Apartment,15,"C-5-11,JALAN 6/95B",KETUMBAR HEIGHTS,300000,2019,397.3615479,null
27/11/2017,70.14,755,Condominium/Apartment,15,"C-14-6,JALAN 6/95B",KETUMBAR HEIGHTS,300000,2017,397.3615479,null
5/12/2017,70,753,Condominium/Apartment,15,"A-1-10,JALAN 6/95B",KETUMBAR HEIGHTS,300000,2017,398.156271,null
6/5/2018,84,904,Condominium/Apartment,15,"A-12-2,JALAN 6/95B",KETUMBAR HEIGHTS,369000,2018,408.1101778,null
12/8/2020,84,904,Condominium/Apartment,15,"B-5-3,JLN 6/95B",KETUMBAR HEIGHTS,380000,2020,420.2760639,null
27/04/2017,70.14,755,Condominium/Apartment,15,"A-8-12,JLN 6/95B",KETUMBAR HEIGHTS,320000,2017,423.8523178,null
23/02/2017,70.14,755,Condominium/Apartment,15,"C-4-9,JLN 6/95B",KETUMBAR HEIGHTS,320000,2017,423.8523178,null
23/02/2017,70.14,755,Condominium/Apartment,15,"C-4-9,JLN 6/95B",KETUMBAR HEIGHTS,320000,2017,423.8523178,null
